"","","","","","","","","Survey","Question 1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q9","Q10","Q11","Q12","Q13","Q14","Q14"
"05/13/2022 12:01PM","05/13/2022 12:04PM","05/13/2022 11:12AM - 05/13/2022 12:12PM",182.38,"Yes","627822b58e0a1b1e6e4db5d9","0.0","0.0","Participant 55",,1,4,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",4,3,4,3,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"05/13/2022 1:39PM","05/13/2022 1:40PM","05/13/2022 1:24PM - 05/13/2022 2:24PM",28.358,"Yes","627822b58e0a1b1e6e4db5d9","0.0","0.0","Participant 55",,2,3,1,1,3,4,4,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/13/2022 3:47PM","05/13/2022 3:47PM","05/13/2022 3:46PM - 05/13/2022 4:46PM",28.467,"Yes","627822b58e0a1b1e6e4db5d9","0.0","0.0","Participant 55",,1,5,1,1,4,1,1,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"05/13/2022 5:40PM","05/13/2022 5:41PM","05/13/2022 5:40PM - 05/13/2022 6:40PM",56.184,"Yes","627822b58e0a1b1e6e4db5d9","0.0","0.0","Participant 55",,2,5,2,,,,,3,"ENVIRONMENT : “I was noticing the environment, e.g. looking at the trees”",3,5,2,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/13/2022 7:23PM","05/13/2022 7:23PM","05/13/2022 7:23PM - 05/13/2022 8:23PM",27.264,"Yes","627822b58e0a1b1e6e4db5d9","0.0","0.0","Participant 55",,1,6,1,7,6,4,5,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"05/14/2022 12:22PM","05/14/2022 12:22PM","05/14/2022 11:46AM - 05/14/2022 12:46PM",26.011,"Yes","627822b58e0a1b1e6e4db5d9","0.0","0.0","Participant 55",,1,6,1,1,7,4,6,,,,,,,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"05/14/2022 1:56PM","05/14/2022 1:56PM","05/14/2022 1:56PM - 05/14/2022 2:56PM",32.15,"Yes","627822b58e0a1b1e6e4db5d9","0.0","0.0","Participant 55",,1,7,2,,,,,3,"ENVIRONMENT : “I was noticing the environment, e.g. looking at the trees”",4,7,5,5,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"05/14/2022 3:49PM","05/14/2022 3:50PM","05/14/2022 3:39PM - 05/14/2022 4:39PM",44.607,"Yes","627822b58e0a1b1e6e4db5d9","0.0","0.0","Participant 55",,2,7,2,,,,,3,"ENVIRONMENT : “I was noticing the environment, e.g. looking at the trees”",1,7,3,4,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"05/14/2022 8:24PM","05/14/2022 8:25PM","05/14/2022 7:36PM - 05/14/2022 8:36PM",106.979,"Yes","627822b58e0a1b1e6e4db5d9","0.0","0.0","Participant 55",,1,5,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",2,5,2,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/15/2022 1:48PM","05/15/2022 1:49PM","05/15/2022 1:38PM - 05/15/2022 2:38PM",36.394,"Yes","627822b58e0a1b1e6e4db5d9","0.0","0.0","Participant 55",,2,5,1,1,5,3,5,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"05/15/2022 3:38PM","05/15/2022 3:40PM","05/15/2022 3:06PM - 05/15/2022 4:06PM",140.61,"Yes","627822b58e0a1b1e6e4db5d9","0.0","0.0","Participant 55",,1,3,1,1,7,7,7,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"05/15/2022 7:58PM","05/15/2022 7:58PM","05/15/2022 7:15PM - 05/15/2022 8:15PM",34.652,"Yes","627822b58e0a1b1e6e4db5d9","0.0","0.0","Participant 55",,1,5,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,7,4,3,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"05/09/2022 11:52AM","05/09/2022 11:54AM","05/09/2022 11:05AM - 05/09/2022 12:05PM",75.56,"Yes","627831bd8e0a1b1e6e4db63b","0.0","0.0","Participant 56",,1,5,1,7,3,5,3,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"05/09/2022 1:30PM","05/09/2022 1:31PM","05/09/2022 1:30PM - 05/09/2022 2:30PM",78.525,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,2,2,1,6,3,6,4,,,,,,,6,"Checking my work schedule for 3 weeks out that was just posted"
"05/09/2022 3:15PM","05/09/2022 3:24PM","05/09/2022 3:15PM - 05/09/2022 4:15PM",521.657,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,2,1,5,3,5,3,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"05/10/2022 3:35PM","05/10/2022 3:37PM","05/10/2022 3:35PM - 05/10/2022 4:35PM",70.032,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,1,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",7,1,7,2,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/10/2022 5:42PM","05/10/2022 5:43PM","05/10/2022 5:42PM - 05/10/2022 6:42PM",56.687,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,4,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",1,4,1,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/10/2022 7:54PM","05/10/2022 7:54PM","05/10/2022 7:39PM - 05/10/2022 8:39PM",39.642,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,5,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",5,5,3,2,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"05/11/2022 1:41PM","05/11/2022 1:42PM","05/11/2022 1:41PM - 05/11/2022 2:41PM",53.619,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,2,1,7,2,5,5,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"05/11/2022 4:05PM","05/11/2022 4:06PM","05/11/2022 3:46PM - 05/11/2022 4:46PM",48.799,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,2,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",3,2,4,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/11/2022 7:31PM","05/11/2022 7:31PM","05/11/2022 7:31PM - 05/11/2022 8:31PM",38.499,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,2,6,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",1,5,3,2,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"05/12/2022 1:29PM","05/12/2022 1:30PM","05/12/2022 1:29PM - 05/12/2022 2:29PM",60.957,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,2,2,2,,,,,2,"EMOTION : “I was experiencing emotions, e.g. sadness""",2,2,3,2,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"05/12/2022 6:16PM","05/12/2022 6:16PM","05/12/2022 5:41PM - 05/12/2022 6:41PM",33.131,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,5,2,,,,,7,"BLANK MIND:  “I was not thinking about anything at all-- my mind was completely blank”",1,4,1,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/13/2022 09:23AM","05/13/2022 09:24AM","05/13/2022 09:23AM - 05/13/2022 10:23AM",37.676,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,3,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",2,2,3,2,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"05/13/2022 11:46AM","05/13/2022 11:46AM","05/13/2022 11:45AM - 05/13/2022 12:45PM",27.896,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,7,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",5,6,5,3,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"05/13/2022 1:29PM","05/13/2022 1:30PM","05/13/2022 1:14PM - 05/13/2022 2:14PM",38.314,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,5,2,1,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",2,5,2,2,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"05/13/2022 3:19PM","05/13/2022 3:19PM","05/13/2022 3:19PM - 05/13/2022 4:19PM",31.837,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,7,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",3,6,3,2,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/13/2022 5:12PM","05/13/2022 5:12PM","05/13/2022 5:12PM - 05/13/2022 6:12PM",31.89,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,4,1,5,5,2,2,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/13/2022 7:36PM","05/13/2022 7:36PM","05/13/2022 7:35PM - 05/13/2022 8:35PM",19.818,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,7,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",7,7,4,2,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"05/15/2022 1:25PM","05/15/2022 1:25PM","05/15/2022 1:25PM - 05/15/2022 2:25PM",33.634,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,5,1,5,5,2,4,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"05/15/2022 3:19PM","05/15/2022 3:19PM","05/15/2022 3:04PM - 05/15/2022 4:04PM",31.734,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,4,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",2,3,4,1,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"05/15/2022 7:36PM","05/15/2022 7:36PM","05/15/2022 7:29PM - 05/15/2022 8:29PM",30.8,"Yes","627847bd8e0a1b1e6e4db677","0.0","0.0","Participant 57",,1,5,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",2,2,4,5,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"05/09/2022 09:08AM","05/09/2022 09:21AM","05/09/2022 09:05AM - 05/09/2022 10:05AM",781.013,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,3,2,,,,,2,"EMOTION : “I was experiencing emotions, e.g. sadness""",4,3,5,3,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"05/09/2022 11:02AM","05/09/2022 11:03AM","05/09/2022 11:01AM - 05/09/2022 12:01PM",58.777,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,2,4,1,6,6,4,4,,,,,,,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"05/09/2022 3:40PM","05/09/2022 3:41PM","05/09/2022 3:40PM - 05/09/2022 4:40PM",83.966,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,6,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",4,4,4,5,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/09/2022 5:37PM","05/09/2022 5:38PM","05/09/2022 5:32PM - 05/09/2022 6:32PM",67.364,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,6,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",6,6,5,5,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/09/2022 7:28PM","05/09/2022 7:30PM","05/09/2022 7:13PM - 05/09/2022 8:13PM",82.66,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",5,6,5,6,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"05/10/2022 09:50AM","05/10/2022 09:51AM","05/10/2022 09:21AM - 05/10/2022 10:21AM",47.661,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,6,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",4,4,4,5,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/10/2022 11:47AM","05/10/2022 11:48AM","05/10/2022 11:27AM - 05/10/2022 12:27PM",60.045,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,2,4,1,5,5,4,5,,,,,,,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"05/10/2022 1:23PM","05/10/2022 1:24PM","05/10/2022 1:23PM - 05/10/2022 2:23PM",48.355,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,5,1,5,5,4,3,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"05/10/2022 4:14PM","05/10/2022 4:15PM","05/10/2022 3:55PM - 05/10/2022 4:55PM",83.941,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,4,2,,,,,7,"BLANK MIND:  “I was not thinking about anything at all-- my mind was completely blank”",4,4,1,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/10/2022 5:42PM","05/10/2022 5:43PM","05/10/2022 5:42PM - 05/10/2022 6:42PM",46.3,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,4,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",4,5,4,5,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/10/2022 8:18PM","05/10/2022 8:18PM","05/10/2022 7:25PM - 05/10/2022 8:25PM",34.496,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,2,4,1,6,5,4,5,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/11/2022 09:41AM","05/11/2022 09:42AM","05/11/2022 09:08AM - 05/11/2022 10:08AM",33.419,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,4,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",4,4,3,3,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/11/2022 1:48PM","05/11/2022 1:49PM","05/11/2022 1:42PM - 05/11/2022 2:42PM",28.745,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,2,4,2,,,,,7,"BLANK MIND:  “I was not thinking about anything at all-- my mind was completely blank”",1,4,1,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/11/2022 3:05PM","05/11/2022 3:05PM","05/11/2022 3:05PM - 05/11/2022 4:05PM",29.919,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,4,1,5,4,4,4,,,,,,,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"05/11/2022 5:58PM","05/11/2022 5:58PM","05/11/2022 5:58PM - 05/11/2022 6:58PM",33.113,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,4,1,5,4,4,4,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"05/11/2022 7:18PM","05/11/2022 7:18PM","05/11/2022 7:03PM - 05/11/2022 8:03PM",30.053,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,4,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,4,3,3,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/12/2022 09:27AM","05/12/2022 09:28AM","05/12/2022 09:12AM - 05/12/2022 10:12AM",49.296,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,4,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",4,4,4,4,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/12/2022 12:16PM","05/12/2022 12:17PM","05/12/2022 11:40AM - 05/12/2022 12:40PM",38.318,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,5,1,4,5,4,3,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/12/2022 1:38PM","05/12/2022 1:39PM","05/12/2022 1:14PM - 05/12/2022 2:14PM",35.148,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,4,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",4,4,3,4,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/12/2022 4:26PM","05/12/2022 4:27PM","05/12/2022 3:46PM - 05/12/2022 4:46PM",54.21,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,4,2,,,,,2,"EMOTION : “I was experiencing emotions, e.g. sadness""",4,4,4,4,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"05/12/2022 5:58PM","05/12/2022 5:58PM","05/12/2022 5:02PM - 05/12/2022 6:02PM",29.667,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,4,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",4,5,4,4,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"05/13/2022 10:05AM","05/13/2022 10:06AM","05/13/2022 09:46AM - 05/13/2022 10:46AM",38.968,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,1,4,2,,,,,3,"ENVIRONMENT : “I was noticing the environment, e.g. looking at the trees”",4,4,4,4,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"05/13/2022 1:55PM","05/13/2022 1:56PM","05/13/2022 1:37PM - 05/13/2022 2:37PM",33.604,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,2,4,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",4,4,4,4,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"05/13/2022 3:19PM","05/13/2022 3:19PM","05/13/2022 3:19PM - 05/13/2022 4:19PM",39.213,"Yes","62785bd48e0a1b1e6e4db695","0.0","0.0","Participant 58",,2,4,2,,,,,2,"EMOTION : “I was experiencing emotions, e.g. sadness""",4,4,4,4,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
