StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,DON'T DISCUSS,pid,pid.check,personality_1,personality_2,personality_3,personality_4,personality_5,personality_6,personality_7,personality_8,personality_9,personality_10,personality_11,personality_12,personality_13,personality_14,personality_15,personality_16,personality_17,personality_18,personality_19,personality_20,personality_21,personality_22,personality_23,personality_24,personality_25,personality_26,personality_27,personality_28,personality_29,personality_30,personality_31,personality_32,personality_33,personality_34,personality_35,personality_36,personality_37,personality_38,personality_39,personality_40,personality_41,personality_42,personality_43,personality_44,personality_45,personality_46,personality_47,personality_48,personality_49,personality_50,personality_51,personality_52,personality_53,personality_54,personality_55,personality_56,personality_57,personality_58,personality_59,personality_60,personality_61,personality_62,ffmq_1,ffmq_2,ffmq_3,ffmq_4,ffmq_5,ffmq_6,ffmq_7,ffmq_8,ffmq_9,ffmq_10,ffmq_11,ffmq_12,ffmq_13,ffmq_14,ffmq_15,ffmq_16,age,gender,gender_6_TEXT,sex_at_birth,sexual_orientation_2,sexual_orientation_2_4_TEXT,ethnoracial,mixed_ethnoracial,ses_ladder,country_born,country_raised,country_reside,age_move_US,VAL1,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,id
2022-09-27 16:27:01,2022-09-27 16:55:05,0,104.188.21.5,100,1684,1,2022-09-27 16:55:05,R_2OI315coK3KMWLH,,,,,32.7994,-117.1686,anonymous,EN,1,4,A17130119,A17130119,2,1,1,2,1,1,1,3,0,3,1,1,2,1,3,3,1,2,5,2,3,3,5,2,2,1,3,0,2,1,1,1,2,1,2,3,2,2,3,1,2,2,3,1,3,3,1,1,2,3,0,3,2,2,1,3,2,1,3,2,2,2,4,2,2,2,2,4,3,3,3,3,2,2,2,2,2,1,15,1,,1,1,,1,,6,162,162,189,24,4,11,10,7,11,7,34,37,31,36,34,42552
2022-09-27 17:04:57,2022-09-27 17:43:47,0,76.176.147.197,100,2329,1,2022-09-27 17:43:47,R_6M8KtLIPSx0tdhT,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17161125,A17161125,2,1,1,2,2,3,2,2,1,2,2,3,3,1,2,1,3,2,2,1,2,2,2,3,2,2,1,3,2,3,1,2,2,3,3,1,0,3,2,3,2,2,1,5,2,2,3,3,3,2,1,2,2,3,1,2,2,1,2,3,2,3,2,2,3,2,2,3,2,3,4,4,2,2,3,2,3,3,10,1,,1,1,,1,,6,189,37,189,,1,9,7,9,10,8,36,36,40,38,34,43136
2022-09-27 17:40:11,2022-09-27 17:52:05,0,137.110.56.5,100,714,1,2022-09-27 17:52:06,R_cH2d5CIRfe2wPJL,,,,,32.8425,-117.2484,anonymous,EN,1,4,A15875181,A15875181,1,2,2,3,2,3,3,3,1,1,3,1,1,0,1,1,3,3,1,3,2,1,2,1,2,2,3,0,1,2,3,1,1,1,1,3,1,1,3,2,3,2,1,1,1,1,0,1,1,3,0,2,3,1,3,1,2,2,3,3,2,2,4,3,3,3,3,2,3,4,3,3,4,3,3,3,3,1,9,2,,2,3,,3,,4,189,189,189,,1,8,10,9,9,9,40,39,33,44,43,36592
2022-09-27 17:40:43,2022-09-27 18:22:45,0,128.54.200.163,100,2522,1,2022-09-27 18:22:46,R_Wwf6q6lV0X4iqWZ,,,,,32.7104,-117.0528,anonymous,EN,1,4,A16992079,A16992079,1,1,1,3,5,3,3,3,1,3,2,3,3,1,3,3,3,1,1,3,1,1,1,1,1,1,3,0,1,1,1,2,1,1,2,3,1,3,3,1,3,1,1,2,1,2,3,2,0,3,0,3,1,2,3,1,1,1,1,3,0,3,3,3,3,2,4,4,3,3,2,3,3,3,2,2,2,1,7,2,,2,1,,1,,6,189,189,189,,1,10,10,9,12,9,46,44,36,46,30,45100
2022-09-27 19:54:07,2022-09-27 20:09:33,0,75.237.195.155,100,925,1,2022-09-27 20:09:34,R_pFPeK2DTIfmTPPj,,,,,33.1986,-117.2461,anonymous,EN,1,4,A16195180,A16195180,0,3,5,5,1,5,5,5,3,1,5,1,1,1,5,0,5,1,3,3,5,3,0,0,0,5,3,0,0,0,5,0,5,0,0,3,5,3,5,0,5,5,0,5,3,5,0,3,0,3,0,3,5,1,3,0,3,5,3,3,3,1,4,5,2,2,5,2,2,2,2,3,5,5,3,2,2,1,8,2,,2,3,,1,,7,189,189,189,,1,11,11,10,12,14,54,29,46,38,60,39761
2022-09-27 14:52:49,2022-09-27 20:13:05,0,99.76.228.65,100,19216,1,2022-09-27 20:13:06,R_3htDZKjzlOpaNtW,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16831101,A16831101,1,3,2,5,3,3,5,5,2,2,2,2,3,1,5,2,3,2,3,3,1,1,2,1,1,2,2,0,2,2,3,1,3,3,3,3,2,3,3,1,3,2,1,2,1,3,2,3,2,3,0,3,1,3,3,2,1,1,2,3,1,3,3,4,3,1,4,3,3,4,2,3,2,4,4,3,3,1,6,2,,2,1,,1,,5,189,189,189,,4,7,8,10,12,11,41,38,44,44,36,41593
2022-09-28 00:47:17,2022-09-28 01:10:55,0,128.54.182.171,100,1418,1,2022-09-28 01:10:56,R_Uxr3W4PvXWDXj6F,,,,,34.0032,-117.9617,anonymous,EN,1,4,A17044286,A17044286,1,3,3,5,3,2,3,3,2,1,1,2,3,1,3,3,5,2,2,3,3,5,1,2,2,5,1,0,0,2,5,3,3,1,2,2,1,3,5,2,2,3,1,3,0,5,2,5,2,5,0,2,3,3,3,1,2,3,1,2,2,3,4,2,3,4,3,5,4,2,4,3,4,3,3,4,3,1,8,1,,1,1,,1,,8,189,189,189,,1,10,13,9,6,7,47,33,50,44,39,40564
2022-09-27 15:54:29,2022-09-28 12:56:26,0,137.110.85.202,100,75717,1,2022-09-28 12:56:27,R_2RReZFTf9gAEKjc,,,,,32.7794,-117.1366,anonymous,EN,1,4,A17597444,A17597444,2,1,5,5,3,3,5,1,3,0,2,2,3,1,3,3,3,1,1,2,0,2,0,2,1,3,1,0,0,1,3,3,0,3,1,2,3,3,1,0,5,2,0,3,3,1,0,3,0,3,0,2,1,0,5,0,0,3,5,3,3,1,2,4,3,2,5,1,2,2,2,4,5,3,3,2,4,1,13,1,,1,1,,3,,3,25,25,189,21,1,10,8,13,12,11,47,36,37,40,37,44929
2022-09-28 12:42:43,2022-09-28 14:02:39,0,69.196.42.48,100,4795,1,2022-09-28 14:02:39,R_3qsC9mXXXxBCck8,,,,,32.9511,-117.2241,anonymous,EN,1,4,A16671687,A16671687,1,5,3,5,3,2,5,5,0,3,3,1,5,0,2,1,5,1,1,3,1,5,0,0,3,1,1,0,1,3,5,1,5,1,5,5,1,5,5,0,3,1,0,5,1,3,2,5,0,5,0,3,3,2,5,1,1,3,1,5,1,5,5,4,3,2,4,2,3,3,3,1,5,4,5,2,3,1,8,2,,2,4,Asexual,8,"1,2",9,189,189,189,,1,7,12,8,11,11,56,44,55,55,38,38473
2022-09-28 14:20:07,2022-09-28 14:35:01,0,69.196.47.1,100,893,1,2022-09-28 14:35:02,R_3UlNYKwj3vCSFUZ,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17389998,A17389998,1,2,2,3,1,1,3,2,1,3,3,2,5,1,3,0,3,1,1,3,3,2,1,1,1,5,2,0,5,0,3,0,1,1,2,3,3,2,5,1,2,5,1,3,0,3,1,2,0,5,0,3,3,2,3,1,5,1,2,2,1,3,3,4,3,3,2,5,2,3,3,1,4,2,3,3,1,1,6,2,,2,2,,3,,6,189,189,189,,4,9,12,4,9,10,45,34,38,46,48,45195
2022-09-26 20:52:35,2022-09-28 14:54:04,0,69.196.35.230,100,151288,1,2022-09-28 14:54:05,R_3HzeIUCOCbsyGWL,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17632280,A17632280,0,2,2,5,3,1,3,3,1,3,3,2,3,0,3,1,5,1,1,5,2,2,2,2,5,3,3,0,0,3,2,1,2,0,5,5,1,5,5,0,3,2,1,2,0,3,1,2,1,5,0,3,3,3,2,1,2,1,2,2,0,5,2,5,3,4,3,4,1,4,2,2,4,5,4,2,3,1,8,2,,2,1,,2,,7,189,189,189,,1,7,10,8,10,15,46,46,42,54,41,44976
2022-09-28 14:48:23,2022-09-28 15:00:00,0,69.196.47.95,100,696,1,2022-09-28 15:00:00,R_cLO0i23y8FEqbw5,,,,,32.8595,-117.2124,anonymous,EN,1,4,A15900672,A15900672,1,5,3,5,3,1,3,5,1,3,1,0,2,1,1,3,5,2,1,3,1,3,2,2,3,0,0,0,2,2,2,2,1,1,3,3,1,3,3,0,5,1,0,0,0,1,2,3,2,3,0,5,2,1,3,2,1,0,1,1,0,5,3,5,2,2,3,5,1,3,2,4,4,5,3,2,4,1,9,2,,2,1,,1,,8,189,189,189,,1,10,12,11,12,15,39,50,49,49,27,38168
2022-09-28 16:30:48,2022-09-28 16:41:48,0,128.54.207.69,100,660,1,2022-09-28 16:41:50,R_UsH34AxlDLUVoxb,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16723683,A16723683,1,5,5,5,3,3,5,5,2,3,1,1,3,3,1,1,5,1,5,5,3,3,2,1,5,5,1,0,1,1,2,1,3,5,2,3,2,3,5,2,2,3,1,2,2,1,1,5,0,5,0,5,2,3,3,3,1,1,1,2,2,5,3,5,2,3,3,4,1,3,2,2,4,4,2,3,3,1,7,2,,2,1,,1,,8,86,189,189,1,1,11,11,8,10,14,46,50,52,36,43,42310
2022-09-29 00:30:24,2022-09-29 00:44:51,0,98.176.24.229,100,867,1,2022-09-29 00:44:53,R_2dAd7HwLmQZqwVD,,,,,32.7651,-117.1276,anonymous,EN,1,4,A17163696,A17163696,0,1,5,5,0,3,2,3,3,1,3,5,5,1,3,1,2,2,3,2,3,2,2,1,1,2,3,0,2,1,5,1,5,1,2,2,3,2,3,2,2,3,2,2,0,1,1,3,0,3,0,2,3,2,5,2,3,2,2,3,1,2,3,2,4,4,3,2,4,4,3,4,4,2,4,3,3,1,9,2,,2,1,,3,,6,112,189,189,6,1,6,9,10,8,6,48,29,35,41,47,42140
2022-09-29 11:36:02,2022-09-29 11:58:42,0,128.54.208.254,100,1359,1,2022-09-29 11:58:43,R_3ltazsO3eoK1Xin,,,,,32.8509,-117.2722,anonymous,EN,1,4,A17376215,A17376215,2,5,1,5,2,1,3,3,1,2,3,2,1,0,2,1,5,2,3,3,1,2,3,0,2,1,1,5,1,1,5,0,1,1,2,2,1,2,2,0,3,2,0,3,1,5,2,3,2,3,0,2,1,2,1,1,3,0,3,2,1,3,3,3,2,3,4,3,3,2,2,4,4,4,3,2,3,1,6,2,,2,1,,1,,5,194,189,189,10,1,11,10,11,11,10,36,34,43,47,33,45243
2022-09-22 12:25:26,2022-09-22 12:32:05,0,69.196.43.234,91,399,0,2022-09-29 12:32:10,R_yWxoGMIp7qdzEOd,,,,,,,anonymous,EN,1,4,A17026735,A17026735,2,3,3,3,3,3,3,3,1,1,3,3,5,2,3,1,3,0,3,3,3,2,0,0,2,3,2,0,1,1,3,1,2,0,3,2,0,2,5,1,1,3,0,3,0,5,1,3,0,5,0,2,1,3,3,2,0,5,3,5,1,2,3,3,4,2,4,3,3,2,2,4,3,3,4,2,4,1,7,2,,2,3,,2,,7,189,189,189,,4,8,9,12,12,9,55,34,41,45,43,43406
2022-09-29 12:06:59,2022-09-29 12:54:54,0,70.95.141.175,100,2874,1,2022-09-29 12:54:55,R_30vkQGWh8bNH9Vi,,,,,32.9167,-117.0903,anonymous,EN,1,4,A16540129,A16540129,0,3,3,5,3,5,5,5,1,5,3,2,3,1,1,0,5,0,2,5,2,2,1,0,3,5,2,0,1,1,3,1,1,1,3,5,1,3,5,3,5,2,0,3,1,0,1,1,0,5,0,3,5,3,5,2,1,3,1,3,1,5,3,3,3,3,4,3,4,3,3,4,3,3,3,3,4,1,29,1,,1,1,,2,,3,189,189,189,,1,9,9,12,9,8,53,52,44,45,49,36318
2022-09-29 10:10:12,2022-09-29 14:13:35,0,69.196.41.161,100,14602,1,2022-09-29 14:13:36,R_yyza41v5QU4dOTf,,,,,32.5799,-117.0694,anonymous,EN,1,4,A16230516,A16230516,1,2,3,3,5,1,3,3,1,2,3,2,3,0,1,3,3,3,2,3,1,1,3,3,3,2,2,0,2,3,1,3,2,2,3,5,1,2,3,0,3,1,1,1,1,0,0,2,3,3,0,5,1,2,5,2,0,1,2,2,2,5,3,3,1,1,1,1,2,2,1,1,3,3,2,1,1,1,7,2,,2,1,,3,,6,189,189,189,,1,13,7,3,15,10,38,53,38,45,32,37781
2022-09-27 20:30:47,2022-09-29 14:28:05,0,66.75.252.229,100,151037,1,2022-09-29 14:28:06,R_1HelZnkHZ0wf7bO,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17575086,A17575086,2,0,5,5,1,2,3,5,1,2,2,3,5,0,3,1,3,1,1,3,1,0,0,2,1,1,5,0,1,2,3,2,2,0,5,3,2,2,5,0,0,2,1,5,1,5,1,1,0,5,0,0,1,3,5,1,3,5,3,5,1,2,2,4,3,3,5,5,2,3,1,5,5,4,3,3,5,1,8,2,,2,3,,2,,6,189,189,189,,1,9,12,15,11,12,58,27,31,51,37,45136
2022-09-29 15:15:21,2022-09-29 15:33:45,0,137.110.68.165,100,1104,1,2022-09-29 15:33:46,R_2YgiWi7UAlJph3s,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16491651,A16491651,1,3,1,3,5,1,1,1,1,1,5,1,5,1,3,1,3,1,0,1,5,1,0,0,2,5,1,0,0,3,5,0,2,0,3,2,1,2,5,3,3,5,1,1,1,1,0,1,0,5,0,3,3,1,3,3,1,5,3,3,2,3,2,3,4,2,3,5,4,5,2,1,4,2,5,3,1,1,8,2,,2,3,,2,,8,189,189,189,,1,4,11,5,11,7,48,38,36,46,51,45254
2022-09-29 16:31:39,2022-09-29 16:43:55,0,137.110.70.138,100,736,1,2022-09-29 16:43:55,R_3nOBkkUVDZX4XzS,,,,,32.6755,-117.0921,anonymous,EN,1,4,A16034978,A16034978,1,3,2,5,3,0,5,5,2,2,2,1,2,3,1,3,5,1,3,3,1,3,0,3,3,1,1,0,1,1,2,2,3,1,3,3,0,5,5,0,3,1,0,3,0,2,0,1,1,3,0,3,0,3,3,3,1,0,1,3,3,3,2,4,2,2,3,2,1,2,2,3,4,4,2,2,3,1,9,2,,2,3,,1,,7,189,189,189,,1,12,8,9,12,13,49,45,50,38,27,32529
2022-09-29 17:51:34,2022-09-29 18:06:04,0,162.204.181.119,100,869,1,2022-09-29 18:06:04,R_3rJo3zEZqIkFKMc,,,,,32.7404,-117.1355,anonymous,EN,1,4,A16677648,A16677648,0,1,5,2,2,5,3,5,5,1,2,5,5,2,3,0,1,2,3,2,5,1,1,2,2,5,5,0,0,0,5,0,1,1,0,2,5,0,5,2,5,5,2,3,0,3,0,2,0,3,0,3,1,0,5,0,1,5,5,5,2,2,3,4,5,5,3,2,3,3,5,2,3,4,5,5,1,1,7,2,,2,4,Asexual,1,,4,137,189,189,4,1,5,8,6,3,11,55,35,23,34,55,37921
2022-09-29 19:03:45,2022-09-29 19:32:37,0,70.95.173.227,100,1731,1,2022-09-29 19:32:38,R_3qaFsGOTFzyQOfv,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16613207,A16613207,0,1,5,5,3,2,1,2,0,0,5,1,5,1,1,3,5,0,5,5,3,1,1,0,1,3,1,0,3,5,5,1,1,3,3,5,2,1,3,1,5,3,1,1,0,3,2,5,0,5,0,5,3,1,5,1,1,3,1,3,1,5,3,5,3,1,2,5,1,2,3,4,3,5,4,3,2,1,12,2,,2,1,,2,,4,189,189,189,,1,9,11,8,11,15,46,43,38,51,45,38491
2022-09-29 19:17:10,2022-09-29 19:42:00,0,76.88.53.187,100,1490,1,2022-09-29 19:42:00,R_3neIHipBGo04j5M,,,,,32.8425,-117.2484,anonymous,EN,1,4,A17586576,A17586576,3,3,1,5,3,3,1,3,3,3,5,3,5,3,3,0,3,1,5,3,0,3,3,0,3,5,0,0,5,0,5,1,3,5,5,5,5,3,5,3,0,5,0,0,3,5,0,2,1,3,0,3,5,2,5,5,3,5,5,1,5,2,3,5,2,4,5,5,2,1,3,1,1,5,3,3,3,1,7,2,,2,1,,3,,5,189,189,189,,1,12,9,9,8,14,36,35,41,31,51,45284
2022-09-22 22:46:25,2022-09-22 22:52:34,0,76.167.201.180,91,369,0,2022-09-29 22:52:36,R_1IL7aY0hN2MnMa9,,,,,,,anonymous,EN,1,4,A16630280,A16630280,0,3,2,5,0,5,5,3,3,1,5,5,3,5,5,0,1,0,5,5,5,1,0,0,2,5,5,0,5,0,3,0,1,3,5,3,5,0,5,5,1,3,0,3,0,5,1,1,5,5,0,2,5,1,1,0,3,5,3,3,5,3,5,1,4,5,4,5,5,2,4,1,5,2,2,5,2,1,8,1,,1,1,,1,,4,189,189,189,,1,10,15,7,4,4,40,30,29,37,58,44770
2022-09-30 00:59:52,2022-09-30 01:21:58,0,66.75.252.75,100,1325,1,2022-09-30 01:21:58,R_R1YDaKvY77hWS6l,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16665022,A16665022,1,2,2,3,3,1,3,2,2,1,1,1,2,1,2,2,2,1,1,3,1,1,3,1,2,1,2,0,3,1,3,1,1,2,3,3,1,2,2,1,3,3,1,1,1,3,2,1,3,3,0,2,2,2,3,1,1,1,2,1,1,2,3,3,3,2,3,3,3,2,2,2,3,3,2,2,3,1,8,2,,2,1,,1,,6,189,189,189,,1,11,9,8,12,9,33,38,36,45,33,36940
2022-09-30 01:13:08,2022-09-30 01:24:27,0,172.7.162.89,100,679,1,2022-09-30 01:24:28,R_2Vt1LlIL0BUUjmx,,,,,32.9164,-117.1393,anonymous,EN,1,4,A16127402,A16127402,3,3,5,3,0,2,3,3,3,1,3,2,2,3,3,2,3,0,2,3,3,3,5,0,3,1,1,0,0,1,5,2,1,1,2,1,2,3,3,3,3,3,1,0,2,3,1,3,3,3,0,3,1,2,3,2,3,3,1,3,3,2,2,3,4,2,4,3,2,2,1,1,2,4,4,3,4,1,9,1,,1,1,,1,,7,78,189,189,5,4,8,7,9,12,11,42,31,44,35,38,44585
2022-09-30 01:18:03,2022-09-30 01:29:54,0,76.33.213.131,100,710,1,2022-09-30 01:29:54,R_8vOBqRjntJE6Wlj,,,,,32.9167,-117.0903,anonymous,EN,1,4,A15905171,A15905171,1,2,5,5,5,1,5,5,0,5,5,3,5,0,1,1,3,2,3,5,2,1,2,2,5,1,5,0,5,1,2,1,2,5,2,5,1,5,5,2,5,1,0,2,2,1,3,5,0,5,0,5,1,2,5,3,0,3,2,5,1,5,4,4,2,2,4,5,2,5,1,3,5,5,2,1,2,1,8,2,,2,1,,1,,6,189,189,189,,1,9,14,9,14,13,46,56,41,42,36,44631
2022-09-30 10:52:21,2022-09-30 11:02:56,0,172.112.149.232,100,635,1,2022-09-30 11:02:56,R_3ipSXtceU4bh3Ut,,,,,32.9164,-117.1393,anonymous,EN,1,4,A17144441,A17144441,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,4,4,4,2,3,3,3,3,3,1,10,7,,2,1,,1,,5,189,189,189,,4,9,6,8,9,8,36,36,36,36,36,41589
2022-09-30 12:33:54,2022-09-30 12:52:22,0,69.196.45.62,100,1108,1,2022-09-30 12:52:23,R_1hLLiwbaAXpI8tg,,,,,33.7338,-116.9299,anonymous,EN,1,4,A15839883,A15839883,0,2,5,3,2,2,2,3,1,0,3,2,5,2,5,2,3,0,2,3,3,5,1,2,1,1,1,0,0,2,3,0,1,0,2,3,1,3,3,0,2,2,1,3,0,5,0,3,0,3,0,1,5,2,3,1,0,3,1,2,5,1,3,3,4,3,2,4,2,2,5,3,2,4,3,5,3,1,9,2,,2,1,,1,,5,37,37,189,19,1,9,9,8,5,11,53,30,43,42,45,32196
2022-09-30 14:15:31,2022-09-30 14:33:05,0,24.43.123.85,100,1054,1,2022-09-30 14:33:06,R_8felGbW9MLFt6tr,,,,,32.8509,-117.2722,anonymous,EN,1,4,A17550776,A17550776,1,2,3,3,5,1,3,3,0,3,2,3,3,1,1,3,3,1,2,3,2,3,3,2,3,1,1,0,3,2,1,3,3,1,3,3,1,3,3,1,5,1,1,2,1,1,3,3,2,3,0,5,1,3,3,3,0,1,2,2,1,3,3,5,2,1,3,3,2,2,2,3,4,4,2,3,2,1,22,2,,2,1,,2,,6,43,43,189,29,1,12,10,8,12,13,41,52,44,44,28,45131
2022-09-30 14:25:06,2022-09-30 14:36:59,0,108.253.179.20,100,713,1,2022-09-30 14:37:00,R_1o8doLGdqgglhLN,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16519909,A16519909,2,1,5,5,5,2,3,5,1,5,2,5,5,3,0,3,3,1,1,5,2,1,1,3,5,2,2,0,1,3,0,2,3,1,2,5,3,3,5,5,5,1,2,5,3,3,5,3,0,5,0,5,0,5,5,1,0,1,5,5,3,5,5,4,3,2,4,5,3,4,2,4,5,4,1,3,4,1,8,2,,2,3,,2,,6,189,189,189,,1,10,15,12,11,11,56,57,37,38,30,39064
2022-09-30 14:26:23,2022-09-30 14:48:19,0,108.253.179.20,100,1315,1,2022-09-30 14:48:20,R_1daAV4u8OKJhakL,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16453182,A16453182,0,3,2,3,3,3,3,5,3,2,5,2,5,1,3,1,3,1,5,3,3,3,1,2,2,2,3,0,1,2,3,1,2,1,2,3,3,2,5,1,2,3,2,2,0,3,1,2,1,3,0,2,3,2,3,3,1,1,1,3,3,3,4,4,3,3,2,4,3,2,2,3,4,4,3,3,3,1,8,2,,2,3,,2,,7,189,189,189,,1,10,12,8,10,11,49,38,40,37,47,37252
2022-09-30 18:27:17,2022-09-30 18:49:48,0,128.54.172.247,100,1350,1,2022-09-30 18:49:49,R_22SoQj1byKZzqow,,,,,32.8509,-117.2722,anonymous,EN,1,4,A17412112,A17412112,2,1,2,3,2,1,2,2,1,5,3,5,2,1,0,2,2,0,3,5,2,2,1,3,5,2,3,0,2,2,1,2,2,0,2,5,1,2,3,3,3,0,2,3,2,1,2,3,1,5,0,3,1,1,2,3,1,3,2,1,3,3,3,3,2,2,3,1,2,2,5,4,4,2,2,4,4,1,6,2,,2,1,,1,,7,37,37,9,19,1,12,8,11,7,9,43,52,32,36,33,44818
2022-09-23 20:53:35,2022-09-23 20:57:08,0,76.176.144.28,91,212,0,2022-09-30 20:57:09,R_3qjneRzl6rlmKYP,,,,,,,anonymous,EN,1,4,A16812806,A16812806,1,1,1,3,3,1,2,2,1,2,3,2,2,2,3,2,1,2,2,2,3,2,2,1,1,2,2,3,2,2,3,1,2,2,1,2,3,2,2,3,2,2,2,3,2,2,2,2,2,3,1,2,3,2,2,2,2,3,2,2,3,3,3,3,4,3,3,4,3,3,4,3,2,3,4,3,2,3,7,2,,2,1,,1,,6,37,37,189,20,4,7,9,8,8,9,36,35,34,37,42,40597
2022-09-30 21:37:22,2022-09-30 22:04:53,0,185.216.74.147,100,1650,1,2022-09-30 22:04:54,R_2CweSWMDljNPcCc,,,,,34.0544,-118.2441,anonymous,EN,1,4,A15962933,A15962933,0,5,5,5,2,3,2,3,0,2,1,1,2,0,3,0,5,1,2,3,5,3,3,1,1,3,2,0,0,5,5,0,1,1,5,3,2,2,2,3,5,1,0,1,2,1,1,0,0,5,0,3,2,2,2,1,3,5,3,3,0,3,3,4,5,5,3,3,3,4,5,2,2,2,4,5,2,1,8,1,,1,1,,3,,5,189,189,189,,1,5,8,7,3,9,44,38,40,51,47,45321
2022-09-30 23:07:58,2022-10-01 15:21:17,0,128.54.155.11,100,58398,1,2022-10-01 15:21:17,R_1q7JjlZ7S5qyJfr,,,,,32.8509,-117.2722,anonymous,EN,1,4,A16907620,A16907620,0,3,3,5,1,1,5,5,1,5,1,1,5,3,1,3,5,1,5,5,1,3,5,2,3,5,5,0,3,0,0,0,3,3,5,5,1,5,5,1,5,3,0,0,1,3,3,1,0,3,0,5,1,3,5,0,3,1,5,5,3,5,3,4,2,1,4,1,2,5,2,2,4,4,4,5,3,1,6,2,,2,4,asexual,1,,8,189,189,189,,4,7,8,9,10,12,44,49,44,40,35,42324
2022-10-01 16:16:15,2022-10-01 16:32:00,0,76.171.180.53,100,944,1,2022-10-01 16:32:01,R_1dv1GsdtWYL78RP,,,,,33.1062,-117.2947,anonymous,EN,1,4,A17235934,A17235934,1,1,1,5,5,2,5,5,0,3,3,5,1,1,0,3,2,1,3,5,1,3,3,2,5,0,0,0,1,1,1,1,2,1,1,5,1,5,5,1,5,1,2,1,1,0,3,3,0,5,0,3,0,3,5,1,0,1,2,5,2,5,3,5,2,3,4,4,2,3,1,4,4,4,2,1,4,1,10,2,,2,3,,4,,8,189,189,189,,1,11,11,12,13,13,45,57,42,43,29,44562
2022-10-01 16:21:47,2022-10-01 16:32:13,0,69.196.35.75,100,625,1,2022-10-01 16:32:16,R_10SFjWiOLVs14Vq,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17192212,A17192212,1,1,3,3,2,3,2,3,2,1,2,2,3,2,3,1,2,1,2,3,2,2,1,1,3,2,3,0,1,2,3,1,1,1,2,3,3,2,3,2,2,2,1,3,1,2,1,2,1,3,0,3,2,1,2,2,2,3,5,3,2,3,3,3,3,3,4,2,3,3,3,4,3,2,3,2,4,1,12,2,,2,1,,1,,7,189,189,189,,1,9,8,12,10,8,47,38,31,40,43,41854
2022-09-24 17:47:09,2022-09-24 18:01:43,0,107.132.35.202,91,873,0,2022-10-01 18:01:47,R_1Le2U6PgbmBNnNc,,,,,,,anonymous,EN,1,4,A16267708,A16267708,0,2,1,3,5,3,5,5,1,5,5,3,5,2,1,0,2,1,2,3,5,2,3,2,5,2,3,0,5,3,3,0,1,1,3,5,3,2,3,0,3,3,1,1,0,2,1,2,2,3,0,3,3,2,5,1,0,3,1,3,1,5,4,3,3,4,3,3,4,3,4,3,5,3,2,2,3,1,8,1,,1,2,,1,,8,189,37,189,,1,10,12,9,8,8,41,51,37,47,52,36204
2022-10-01 21:45:32,2022-10-01 22:00:58,0,128.54.172.38,100,925,1,2022-10-01 22:00:59,R_yDTS8Ox172J863v,,,,,32.8509,-117.2722,anonymous,EN,1,4,A17658439,A17658439,1,3,1,3,2,3,3,5,0,2,3,3,5,0,3,1,2,1,5,2,3,2,2,3,1,5,2,0,2,1,3,1,2,3,3,2,5,2,5,1,2,3,1,3,2,3,3,3,3,5,0,2,2,3,3,1,1,3,0,3,1,3,2,3,3,4,3,4,3,5,4,3,3,3,4,3,2,1,6,2,,2,1,,1,,5,37,37,189,9,1,6,9,8,7,9,43,34,42,43,47,45341
2022-10-02 01:28:26,2022-10-02 01:36:33,0,75.80.98.25,100,486,1,2022-10-02 01:36:33,R_21iCVgQJgC3bgpE,,,,,32.8425,-117.2484,anonymous,EN,1,4,A15867537,A15867537,1,2,3,3,2,1,2,3,1,2,2,3,2,1,2,1,3,1,1,3,1,2,2,1,2,1,3,0,3,2,2,1,1,2,2,3,1,2,3,1,3,2,1,1,2,3,2,2,2,3,0,3,1,2,3,1,1,1,2,1,1,5,2,3,3,2,4,2,3,3,2,3,3,2,3,2,3,1,8,2,,2,1,,1,,7,189,189,189,,1,9,7,10,12,8,38,42,35,45,33,35602
